CName,CCode,IName,ICode,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
India,IND,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,75.5040055,NA,NA,NA,NA,80.61587574,NA,NA,NA,NA,85.69774458,NA,NA,NA,NA,90.65520656,NA,92.59895856
Indonesia,IDN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,73.69271429,NA,NA,NA,NA,77.7205457,NA,NA,NA,NA,80.88103954,NA,NA,NA,NA,83.83468036,NA,84.94940475
"Iran, Islamic Rep.",IRN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,93.01090465,NA,NA,NA,NA,94.13165227,NA,NA,NA,NA,95.05092889,NA,NA,NA,NA,95.6608311,NA,95.86986778
Israel,ISR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
Japan,JPN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
Nigeria,NGA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,50.40696459,NA,NA,NA,NA,54.84840411,NA,NA,NA,NA,58.92847299,NA,NA,NA,NA,62.64985889,NA,64.04017782
Pakistan,PAK,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,86.81101175,NA,NA,NA,NA,88.30224566,NA,NA,NA,NA,89.74912139,NA,NA,NA,NA,91.15058305,NA,91.44841635
Saudi Arabia,SAU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,93.33697862,NA,NA,NA,NA,95.01749423,NA,NA,NA,NA,96.69800985,NA,NA,NA,NA,97.03411298,NA,97.03411298
Somalia,SOM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,21.02155727,NA,NA,NA,NA,23.47124121,NA,NA,NA,NA,28.36625444,NA,NA,NA,NA,31.45486985,NA,NA
Sri Lanka,LKA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,73.38385028,NA,NA,NA,NA,79.28484596,NA,NA,NA,NA,85.28155142,NA,NA,NA,NA,91.37963663,NA,93.83029489
Sweden,SWE,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
United Kingdom,GBR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
United States,USA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,98.60823397,NA,NA,NA,NA,98.81984516,NA,NA,NA,NA,98.98995568,NA,NA,NA,NA,99.12374549,NA,99.16868386
Zambia,ZMB,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,50.92782902,NA,NA,NA,NA,53.11685656,NA,NA,NA,NA,57.48147852,NA,NA,NA,NA,61.71319838,NA,63.33046108
Bangladesh,BGD,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,39.03904726,NA,NA,NA,NA,44.52994894,NA,NA,NA,NA,49.86444682,NA,NA,NA,NA,55.02298734,NA,57.03100918
Brazil,BRA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,70.80795333,NA,NA,NA,NA,74.64165432,NA,NA,NA,NA,77.51720816,NA,NA,NA,NA,80.26379362,NA,81.33000544
China,CHN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,34.26615493,NA,NA,NA,NA,44.59495646,NA,NA,NA,NA,54.9451674,NA,NA,NA,NA,64.82415118,NA,65.30937851
Ethiopia,ETH,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,2.764451299,NA,NA,NA,NA,8.211209675,NA,NA,NA,NA,14.67936872,NA,NA,NA,NA,21.0599177,NA,23.58632969
France,FRA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
Germany,DEU,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
India,IND,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,21.2397905,NA,NA,NA,NA,25.47070614,NA,NA,NA,NA,29.85501944,NA,NA,NA,NA,34.22570198,NA,35.96408
Indonesia,IDN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,41.03744435,NA,NA,NA,NA,47.12903386,NA,NA,NA,NA,52.14269317,NA,NA,NA,NA,56.96514593,NA,58.827429
"Iran, Islamic Rep.",IRN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,73.81490003,NA,NA,NA,NA,78.85874128,NA,NA,NA,NA,83.78894983,NA,NA,NA,NA,88.37919886,NA,89.36314872
Israel,ISR,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
Japan,JPN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
Nigeria,NGA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,34.64313945,NA,NA,NA,NA,32.48883447,NA,NA,NA,NA,30.45220236,NA,NA,NA,NA,28.52544021,NA,27.78328349
Pakistan,PAK,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,32.19642494,NA,NA,NA,NA,37.39872666,NA,NA,NA,NA,42.44346799,NA,NA,NA,NA,47.32883303,NA,47.57001684
Saudi Arabia,SAU,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,93.85747146,NA,NA,NA,NA,96.75509197,NA,NA,NA,NA,99.65271248,NA,NA,NA,NA,100,NA,100
Somalia,SOM,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,21.42014736,NA,NA,NA,NA,21.82765254,NA,NA,NA,NA,22.40994805,NA,NA,NA,NA,23.35068381,NA,NA
Sri Lanka,LKA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,73.09858748,NA,NA,NA,NA,78.6769422,NA,NA,NA,NA,84.32879614,NA,NA,NA,NA,89.99928462,NA,92.25425588
Sweden,SWE,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
United Kingdom,GBR,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
United States,USA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,99.62965875,NA,NA,NA,NA,99.74496244,NA,NA,NA,NA,99.84943823,NA,NA,NA,NA,99.94467706,NA,99.98060981
Zambia,ZMB,Improved sanitation facilities (% of population with access),SH.STA.ACSN,NA,NA,NA,NA,40.93804901,NA,NA,NA,NA,40.68922987,NA,NA,NA,NA,41.59246095,NA,NA,NA,NA,42.48572626,NA,42.82046316
Bangladesh,BGD,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,70.22,NA,NA,NA,60.55,NA,NA,NA,58.59,NA,NA,NA,NA,50.47,NA,NA,NA,NA,43.25,NA,NA
Brazil,BRA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,17.92,17.04,NA,11.26,12.39,12.32,11.03,11.38,NA,11.82,10.56,11.21,9.77,8.52,7.64,7.13,6.01,6.14,NA,NA,NA
China,CHN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,63.8,53.69,59.78,54.05,36.37,47.84,47.97,35.63,NA,NA,28.36,NA,NA,16.25,NA,NA,13.06,11.8,NA,NA,NA
Ethiopia,ETH,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,60.52,NA,NA,NA,NA,55.58,NA,NA,NA,NA,38.96,NA,NA,NA,NA,NA,30.65,NA
France,FRA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.64,NA,NA,NA,NA,32.68,NA,NA
Indonesia,IDN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,54.4,NA,NA,43.38,NA,NA,47.7,NA,NA,29.31,NA,NA,21.44,28.63,24.2,22.64,20.42,18.06,16.20166494,NA
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,1.42,NA,NA,NA,1.26,NA,NA,NA,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,JPN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,61.9,NA,NA,NA,68.51,NA,NA,NA,NA,NA,NA,NA,63.07,NA,NA,NA,NA,NA,67.98,NA,NA
Pakistan,PAK,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,64.71,NA,NA,NA,NA,NA,48.14,NA,29.05,NA,NA,35.87,NA,NA,22.59,22.58,NA,21.04,NA,NA,NA,NA
Saudi Arabia,SAU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,15.01,NA,NA,NA,NA,16.32,NA,NA,NA,NA,NA,13.95,NA,NA,NA,NA,7.04,NA,NA,4.11,NA,NA
Sweden,SWE,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,61.05,NA,65.27,NA,NA,62.07,NA,55.67,NA,NA,NA,NA,64.6,64.29,NA,68.51,NA,NA,NA,74.45,NA,NA
Bangladesh,BGD,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,BRA,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,FRA,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,41.90000153,36.29999924,34.90000153,37.90000153,40.90000153,39.59999847,40.70000076,41.79999924,39.5,40.79999924,36.79999924,34.40000153,37.20000076,40.59999847,41.59999847,40.90000153,39.5,35.70000076,34.70000076,38.20000076,40.40000153,39.09999847
Germany,DEU,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,27.5,30.39999962,43.20000076,47,50.90000153,51,52.79999924,54.5,53.09999847,51.79999924,52.20000076,49.59999847,51.59999847,52.79999924,52.5,55.90000153,55.79999924,51.09999847,46.29999924,46,45.90000153,43.40000153
India,IND,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.79999924,NA,NA,NA,NA,41.40000153,NA,NA
Indonesia,IDN,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iran, Islamic Rep.",IRN,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,7.599999905,5.800000191,5.900000095,6.5,10.19999981,10.10000038,11.10000038,12,17.70000076,22.20000076,22.89999962,23.29999924,19.10000038,17.60000038,15.69999981,17.29999924,17.39999962,12.19999981
Japan,JPN,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,11.10000038,9.800000191,8.800000191,11.80000019,9.600000381,12,11.60000038,12.19999981,14.60000038,17.10000038,18.29999924,22.39999962,24.60000038,23.10000038,22.60000038,20.79999924,19.39999962,23.79999924,18.79999924,25.20000076,26.70000076,26.60000038
Nigeria,NGA,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,SWE,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,11.89999962,13.5,12.89999962,20.5,22.89999962,25.79999924,30.10000038,30.10000038,26.10000038,22.79999924,20,18.10000038,15.10000038,16.10000038,NA,NA,10.69999981,10.30000019,11.69999981,14.39999962,14.5,13.80000019
United Kingdom,GBR,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,21.60000038,26.60000038,32.5,33.90000153,32.20000076,28,27.70000076,24,21.5,19,19.39999962,16,15.89999962,15.30000019,15.10000038,16.20000076,17.60000038,18.10000038,21.39999962,25.89999962,27.5,30.29999924
United States,USA,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,4.699999809,9,9.100000381,10.19999981,8.100000381,8.399999619,8,7.099999905,6.199999809,5.300000191,5.800000191,8.100000381,11,11.39999962,10.80000019,9.199999809,9,10.30000019,16.10000038,27.70000076,30.20000076,28.89999962
Zambia,ZMB,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,0.539326077,NA,NA,NA,NA,NA,NA,NA,NA,0.68108495,NA,NA,NA,NA,NA,NA,NA,0.925305566,NA,NA,NA,NA
Israel,ISR,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,90.19340427,NA,NA,NA,NA,NA,NA,112.9264104,NA,129.2041779,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.430795127,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.587822877,NA,NA
United States,USA,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.65315395,NA,NA,NA,NA,29.94671877,NA,NA,NA,NA,35.80619233,NA,NA
United Kingdom,GBR,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,146.4904087,NA,NA,NA,NA,NA,NA,139.6052689,NA,NA,NA,NA,298.0338574,NA,NA,NA,NA,315.494945
France,FRA,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,49.5925624,NA,NA,NA,NA,69.10394827,NA,NA,NA,NA,74.37694957,NA,NA,NA,NA,85.89783358,NA,NA,NA,NA,90.8758953
Germany,DEU,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,58.34982536,NA,NA,NA,62.85337199,NA,NA,NA,NA,NA,81.22916932,NA,NA,NA,NA,NA,106.6756336,NA,NA,103.5797079,NA,NA
Saudi Arabia,SAU,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,21.80639712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.95729003,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.897979297,NA,NA,NA,NA
China,CHN,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,2.239360754,NA,NA,NA,NA,NA,NA,4.059924136,NA,NA,NA,NA,NA,NA,8.028078198,NA,NA,NA,NA,11.99177581
Brazil,BRA,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,25.79258081,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.77401849,NA,NA,NA,29.53826753,NA,NA
Japan,JPN,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,53.67181212,NA,NA,NA,NA,59.16545637,NA,NA,NA,NA,63.66335694,NA,NA,NA,NA,70.67089711,NA,67.35751528,NA,NA,NA
Indonesia,IDN,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00188541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.586324989,NA,NA,2.272074281,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,4.716697756,NA,4.713433487,NA,NA,NA,NA,NA,NA,NA,6.918800364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.634265799,NA,NA,NA,NA,3.214929278,NA,NA,NA,NA,NA,NA,NA
Sweden,SWE,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,105.6658802,NA,NA,NA,NA,128.3709965,NA,NA,NA,NA,153.8319135,NA,NA,NA,NA,186.0365614,NA,NA,181.8181773,NA,NA
"Iran, Islamic Rep.",IRN,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,3.304872515,NA,NA,NA,NA,NA,3.552898222,NA,NA,4.167234528,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.41125237,NA,NA,NA,NA,22.29912387,NA,NA,NA,NA,29.13872383,NA,NA
Pakistan,PAK,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,494,NA,NA,NA,NA,494,NA,NA,NA,NA,494,NA,NA,NA,NA,494,NA,NA,NA,NA,494
Israel,ISR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,435,NA,NA,NA,NA,435,NA,NA,NA,NA,435,NA,NA,NA,NA,435,NA,NA,NA,NA,435
India,IND,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,1083,NA,NA,NA,NA,1083,NA,NA,NA,NA,1083,NA,NA,NA,NA,1083,NA,NA,NA,NA,1083
United States,USA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,715,NA,NA,NA,NA,715,NA,NA,NA,NA,715,NA,NA,NA,NA,715,NA,NA,NA,NA,715
United Kingdom,GBR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,1220,NA,NA,NA,NA,1220,NA,NA,NA,NA,1220,NA,NA,NA,NA,1220,NA,NA,NA,NA,1220
France,FRA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,867,NA,NA,NA,NA,867,NA,NA,NA,NA,867,NA,NA,NA,NA,867,NA,NA,NA,NA,867
Germany,DEU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,700,NA,NA,NA,NA,700,NA,NA,NA,NA,700,NA,NA,NA,NA,700,NA,NA,NA,NA,700
Saudi Arabia,SAU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,59,NA,NA,NA,NA,59,NA,NA,NA,NA,59,NA,NA,NA,NA,59,NA,NA,NA,NA,59
Bangladesh,BGD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,2666,NA,NA,NA,NA,2666,NA,NA,NA,NA,2666,NA,NA,NA,NA,2666,NA,NA,NA,NA,2666
China,CHN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,645,NA,NA,NA,NA,645,NA,NA,NA,NA,645,NA,NA,NA,NA,645,NA,NA,NA,NA,645
Brazil,BRA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,1761,NA,NA,NA,NA,1761,NA,NA,NA,NA,1761,NA,NA,NA,NA,1761,NA,NA,NA,NA,1761
Japan,JPN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,1668,NA,NA,NA,NA,1668,NA,NA,NA,NA,1668,NA,NA,NA,NA,1668,NA,NA,NA,NA,1668
Indonesia,IDN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,2702,NA,NA,NA,NA,2702,NA,NA,NA,NA,2702,NA,NA,NA,NA,2702,NA,NA,NA,NA,2702
Ethiopia,ETH,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,NA,NA,NA,NA,NA,848,NA,NA,NA,NA,848,NA,NA,NA,NA,848,NA,NA,NA,NA,848
Zambia,ZMB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,1020,NA,NA,NA,NA,1020,NA,NA,NA,NA,1020,NA,NA,NA,NA,1020,NA,NA,NA,NA,1020
Somalia,SOM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,282,NA,NA,NA,NA,282,NA,NA,NA,NA,282,NA,NA,NA,NA,282,NA,NA,NA,NA,282
Sri Lanka,LKA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,1712,NA,NA,NA,NA,1712,NA,NA,NA,NA,1712,NA,NA,NA,NA,1712,NA,NA,NA,NA,1712
Sweden,SWE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,624,NA,NA,NA,NA,624,NA,NA,NA,NA,624,NA,NA,NA,NA,624,NA,NA,NA,NA,624
"Iran, Islamic Rep.",IRN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,228,NA,NA,NA,NA,228,NA,NA,NA,NA,228,NA,NA,NA,NA,228,NA,NA,NA,NA,228
Nigeria,NGA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,NA,1150,NA,NA,NA,NA,1150,NA,NA,NA,NA,1150,NA,NA,NA,NA,1150,NA,NA,NA,NA,1150
Bangladesh,BGD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,61.80314399,..,..,..,..,63.0363418,..,..,..,..,68.87354591,..,..,..,..,70.76499566,70.2105489,70.79390882
